Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/39          b2BodyDef::b2BodyDef() [190]
                0.00    0.00       1/6774794     b2AABB::b2AABB() [69]
                0.00    0.00       1/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       1/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00       1/2           b2ContactListener::b2ContactListener() [241]
                0.00    0.00       1/1           debug_draw_t::debug_draw_t() [245]
-----------------------------------------------
                0.00    0.00    2048/2048        cs296::base_sim_t::base_sim_t() [180]
[181]    0.0    0.00    0.00    2048         cs296::contact_point_t::contact_point_t() [181]
                0.00    0.00    4096/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[182]    0.0    0.00    0.00                 b2PolygonShape::ComputeMass(b2MassData*, float) const [182]
                0.00    0.00      58/2388409     b2Vec2::operator*=(float) [44]
                0.00    0.00     232/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00     145/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00     116/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00      29/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00      29/585755660     b2Vec2::b2Vec2(float, float) [2]
                0.00    0.00      29/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                0.00    0.00      28/56          cs296::dominos_t::dominos_t() [179]
                0.00    0.00      28/56          b2PolygonShape::Clone(b2BlockAllocator*) const [185]
[183]    0.0    0.00    0.00      56         b2PolygonShape::b2PolygonShape() [183]
                0.00    0.00     952/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00      56/7121783     b2Vec2::SetZero() [115]
                0.00    0.00      56/75          b2Shape::b2Shape() [227]
-----------------------------------------------
                                                 <spontaneous>
[184]    0.0    0.00    0.00                 b2Body::ResetMassData() [184]
                0.00    0.00      36/2388409     b2Vec2::operator*=(float) [44]
                0.00    0.00      36/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00      42/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00      38/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                                                 <spontaneous>
[185]    0.0    0.00    0.00                 b2PolygonShape::Clone(b2BlockAllocator*) const [185]
                0.00    0.00      28/56          b2PolygonShape::b2PolygonShape() [183]
-----------------------------------------------
                                                 <spontaneous>
[186]    0.0    0.00    0.00                 b2Body::SetAwake(bool) [186]
                0.00    0.00     458/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                                                 <spontaneous>
[187]    0.0    0.00    0.00                 b2DynamicTree::CreateProxy(b2AABB const&, void*) [187]
                0.00    0.00      42/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00      42/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00      42/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                                                 <spontaneous>
[188]    0.0    0.00    0.00                 b2Simplex::GetMetric() const [188]
                0.00    0.00      80/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                                                 <spontaneous>
[189]    0.0    0.00    0.00                 b2Body::b2Body(b2BodyDef const*, b2World*) [189]
                0.00    0.00      80/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00      80/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                0.00    0.00       1/39          cs296::base_sim_t::base_sim_t() [180]
                0.00    0.00      38/39          cs296::dominos_t::dominos_t() [179]
[190]    0.0    0.00    0.00      39         b2BodyDef::b2BodyDef() [190]
                0.00    0.00      78/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00      78/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                                                 <spontaneous>
[191]    0.0    0.00    0.00                 ComputeCentroid(b2Vec2 const*, int) [191]
                0.00    0.00       6/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00       1/2388409     b2Vec2::operator*=(float) [44]
                0.00    0.00       6/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00       3/157729624     operator*(float, b2Vec2 const&) [7]
                0.00    0.00       1/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       1/585755660     b2Vec2::b2Vec2(float, float) [2]
                0.00    0.00       1/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                                                 <spontaneous>
[192]    0.0    0.00    0.00                 b2PolygonShape::SetAsBox(float, float) [192]
                0.00    0.00      88/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00      11/7121783     b2Vec2::SetZero() [115]
-----------------------------------------------
                                                 <spontaneous>
[193]    0.0    0.00    0.00                 b2PolygonShape::Set(b2Vec2 const*, int) [193]
                0.00    0.00      13/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00       8/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[194]    0.0    0.00    0.00                 b2MassData::b2MassData() [194]
                0.00    0.00      42/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                0.00    0.00       4/17          cs296::dominos_t::dominos_t() [179]
                0.00    0.00      13/17          b2CircleShape::Clone(b2BlockAllocator*) const [197]
[195]    0.0    0.00    0.00      17         b2CircleShape::b2CircleShape() [195]
                0.00    0.00      17/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00      17/7121783     b2Vec2::SetZero() [115]
                0.00    0.00      17/75          b2Shape::b2Shape() [227]
-----------------------------------------------
                                                 <spontaneous>
[196]    0.0    0.00    0.00                 b2PolygonShape::SetAsBox(float, float, b2Vec2 const&, float) [196]
                0.00    0.00      56/12586794     b2Vec2::Set(float, float) [116]
-----------------------------------------------
                                                 <spontaneous>
[197]    0.0    0.00    0.00                 b2CircleShape::Clone(b2BlockAllocator*) const [197]
                0.00    0.00      13/17          b2CircleShape::b2CircleShape() [195]
-----------------------------------------------
                                                 <spontaneous>
[198]    0.0    0.00    0.00                 b2RevoluteJoint::b2RevoluteJoint(b2RevoluteJointDef const*) [198]
                0.00    0.00      18/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[199]    0.0    0.00    0.00                 b2PulleyJoint::b2PulleyJoint(b2PulleyJointDef const*) [199]
                0.00    0.00      10/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                0.00    0.00       3/3           cs296::dominos_t::dominos_t() [179]
[200]    0.0    0.00    0.00       3         b2RevoluteJointDef::b2RevoluteJointDef() [200]
                0.00    0.00       6/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       6/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00       3/5           b2JointDef::b2JointDef() [233]
-----------------------------------------------
                0.00    0.00       1/2           cs296::dominos_t::dominos_t() [179]
                0.00    0.00       1/2           b2EdgeShape::Clone(b2BlockAllocator*) const [206]
[201]    0.0    0.00    0.00       2         b2EdgeShape::b2EdgeShape() [201]
                0.00    0.00       8/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       2/75          b2Shape::b2Shape() [227]
-----------------------------------------------
                                                 <spontaneous>
[202]    0.0    0.00    0.00                 b2DistanceJoint::b2DistanceJoint(b2DistanceJointDef const*) [202]
                0.00    0.00       7/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                                                 <spontaneous>
[203]    0.0    0.00    0.00                 b2EdgeShape::ComputeAABB(b2AABB*, b2Transform const&, int) const [203]
                0.00    0.00       1/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
                0.00    0.00       1/89684141     operator+(b2Vec2 const&, b2Vec2 const&) [9]
                0.00    0.00       1/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                                                 <spontaneous>
[204]    0.0    0.00    0.00                 b2PulleyJointDef::Initialize(b2Body*, b2Body*, b2Vec2 const&, b2Vec2 const&, b2Vec2 const&, b2Vec2 const&, float) [204]
                0.00    0.00       2/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                0.00    0.00       1/1           cs296::dominos_t::dominos_t() [179]
[205]    0.0    0.00    0.00       1         b2PulleyJointDef::b2PulleyJointDef() [205]
                0.00    0.00       4/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       4/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00       1/5           b2JointDef::b2JointDef() [233]
-----------------------------------------------
                                                 <spontaneous>
[206]    0.0    0.00    0.00                 b2EdgeShape::Clone(b2BlockAllocator*) const [206]
                0.00    0.00       1/2           b2EdgeShape::b2EdgeShape() [201]
-----------------------------------------------
                                                 <spontaneous>
[207]    0.0    0.00    0.00                 b2DistanceJointDef::Initialize(b2Body*, b2Body*, b2Vec2 const&, b2Vec2 const&) [207]
                0.00    0.00       1/122179778     operator-(b2Vec2 const&, b2Vec2 const&) [4]
-----------------------------------------------
                0.00    0.00       1/1           cs296::dominos_t::dominos_t() [179]
[208]    0.0    0.00    0.00       1         b2DistanceJointDef::b2DistanceJointDef() [208]
                0.00    0.00       2/103063745     b2Vec2::b2Vec2() [19]
                0.00    0.00       2/12586794     b2Vec2::Set(float, float) [116]
                0.00    0.00       1/5           b2JointDef::b2JointDef() [233]
-----------------------------------------------
                                                 <spontaneous>
[209]    0.0    0.00    0.00                 b2World::b2World(b2Vec2 const&) [209]
                0.00    0.00       1/103063745     b2Vec2::b2Vec2() [19]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [114]
[210]    0.0    0.00    0.00       1         cs296::settings_t::settings_t() [210]
                0.00    0.00       1/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                                                 <spontaneous>
[211]    0.0    0.00    0.00                 __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/585755660     b2Vec2::b2Vec2(float, float) [2]
-----------------------------------------------
                0.00    0.00  100000/1400000     b2World::DrawShape(b2Fixture*, b2Transform const&, b2Color const&) [3]
                0.00    0.00 1300000/1400000     b2World::DrawJoint(b2Joint*) [83]
[218]    0.0    0.00    0.00 1400000         debug_draw_t::DrawSegment(b2Vec2 const&, b2Vec2 const&, b2Color const&) [218]
-----------------------------------------------
                0.00    0.00 1389005/1389005     b2Island::Report(b2ContactVelocityConstraint const*) [129]
[219]    0.0    0.00    0.00 1389005         b2ContactListener::PostSolve(b2Contact*, b2ContactImpulse const*) [219]
-----------------------------------------------
                0.00    0.00  100000/500000      cs296::base_sim_t::step(cs296::settings_t*) [158]
                0.00    0.00  400000/500000      main [157]
[220]    0.0    0.00    0.00  500000         b2World::GetProfile() const [220]
-----------------------------------------------
                0.00    0.00  400000/400000      main [157]
[221]    0.0    0.00    0.00  400000         cs296::base_sim_t::get_world() [221]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [158]
[222]    0.0    0.00    0.00  100000         b2World::SetSubStepping(bool) [222]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [158]
[223]    0.0    0.00    0.00  100000         b2World::SetWarmStarting(bool) [223]
-----------------------------------------------
                0.00    0.00  100000/100000      cs296::base_sim_t::step(cs296::settings_t*) [158]
[224]    0.0    0.00    0.00  100000         b2World::SetContinuousPhysics(bool) [224]
-----------------------------------------------
                0.00    0.00    4315/4315        b2Contact::Update(b2ContactListener*) [35]
[225]    0.0    0.00    0.00    4315         b2ContactListener::BeginContact(b2Contact*) [225]
-----------------------------------------------
                0.00    0.00    4276/4276        b2Contact::Update(b2ContactListener*) [35]
[226]    0.0    0.00    0.00    4276         b2ContactListener::EndContact(b2Contact*) [226]
-----------------------------------------------
                0.00    0.00       2/75          b2EdgeShape::b2EdgeShape() [201]
                0.00    0.00      17/75          b2CircleShape::b2CircleShape() [195]
                0.00    0.00      56/75          b2PolygonShape::b2PolygonShape() [183]
[227]    0.0    0.00    0.00      75         b2Shape::b2Shape() [227]
-----------------------------------------------
                0.00    0.00      23/65          b2FixtureDef::b2FixtureDef() [230]
                0.00    0.00      42/65          b2Fixture::b2Fixture() [575]
[228]    0.0    0.00    0.00      65         b2Filter::b2Filter() [228]
-----------------------------------------------
                0.00    0.00       1/24          b2EdgeShape::~b2EdgeShape() [244]
                0.00    0.00       4/24          b2CircleShape::~b2CircleShape() [234]
                0.00    0.00      19/24          b2PolygonShape::~b2PolygonShape() [231]
[229]    0.0    0.00    0.00      24         b2Shape::~b2Shape() [229]
-----------------------------------------------
                0.00    0.00       7/23          b2Body::CreateFixture(b2Shape const*, float) [500]
                0.00    0.00      16/23          cs296::dominos_t::dominos_t() [179]
[230]    0.0    0.00    0.00      23         b2FixtureDef::b2FixtureDef() [230]
                0.00    0.00      23/65          b2Filter::b2Filter() [228]
-----------------------------------------------
                0.00    0.00      19/19          cs296::dominos_t::dominos_t() [179]
[231]    0.0    0.00    0.00      19         b2PolygonShape::~b2PolygonShape() [231]
                0.00    0.00      19/24          b2Shape::~b2Shape() [229]
-----------------------------------------------
                0.00    0.00       4/8           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [237]
                0.00    0.00       4/8           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [236]
[232]    0.0    0.00    0.00       8         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [232]
-----------------------------------------------
                0.00    0.00       1/5           b2DistanceJointDef::b2DistanceJointDef() [208]
                0.00    0.00       1/5           b2PulleyJointDef::b2PulleyJointDef() [205]
                0.00    0.00       3/5           b2RevoluteJointDef::b2RevoluteJointDef() [200]
[233]    0.0    0.00    0.00       5         b2JointDef::b2JointDef() [233]
-----------------------------------------------
                0.00    0.00       4/4           cs296::dominos_t::dominos_t() [179]
[234]    0.0    0.00    0.00       4         b2CircleShape::~b2CircleShape() [234]
                0.00    0.00       4/24          b2Shape::~b2Shape() [229]
-----------------------------------------------
                0.00    0.00       4/4           cs296::dominos_t::dominos_t() [179]
[235]    0.0    0.00    0.00       4         b2Body::GetWorldCenter() const [235]
-----------------------------------------------
                0.00    0.00       4/4           std::fixed(std::ios_base&) [760]
[236]    0.0    0.00    0.00       4         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [236]
                0.00    0.00       4/4           std::operator~(std::_Ios_Fmtflags) [238]
                0.00    0.00       4/4           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [237]
                0.00    0.00       4/8           std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [232]
                0.00    0.00       4/4           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [239]
-----------------------------------------------
                0.00    0.00       4/4           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [236]
[237]    0.0    0.00    0.00       4         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [237]
                0.00    0.00       4/8           std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [232]
-----------------------------------------------
                0.00    0.00       4/4           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [236]
[238]    0.0    0.00    0.00       4         std::operator~(std::_Ios_Fmtflags) [238]
-----------------------------------------------
                0.00    0.00       4/4           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [236]
[239]    0.0    0.00    0.00       4         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [239]
                0.00    0.00       4/4           std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [240]
-----------------------------------------------
                0.00    0.00       4/4           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [239]
[240]    0.0    0.00    0.00       4         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [240]
-----------------------------------------------
                0.00    0.00       1/2           cs296::base_sim_t::base_sim_t() [180]
                0.00    0.00       1/2           __static_initialization_and_destruction_0(int, int) [257]
[241]    0.0    0.00    0.00       2         b2ContactListener::b2ContactListener() [241]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [242]
                0.00    0.00       1/1           __libc_csu_init [113]
[242]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [242]
                0.00    0.00       1/1           cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [246]
                                   1             __static_initialization_and_destruction_0(int, int) [242]
-----------------------------------------------
                                   1             __static_initialization_and_destruction_0(int, int) [243]
                0.00    0.00       1/1           __libc_csu_init [113]
[243]    0.0    0.00    0.00       1+1       __static_initialization_and_destruction_0(int, int) [243]
                                   1             __static_initialization_and_destruction_0(int, int) [243]
-----------------------------------------------
                0.00    0.00       1/1           cs296::dominos_t::dominos_t() [179]
[244]    0.0    0.00    0.00       1         b2EdgeShape::~b2EdgeShape() [244]
                0.00    0.00       1/24          b2Shape::~b2Shape() [229]
-----------------------------------------------
                0.00    0.00       1/1           cs296::base_sim_t::base_sim_t() [180]
[245]    0.0    0.00    0.00       1         debug_draw_t::debug_draw_t() [245]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [242]
[246]    0.0    0.00    0.00       1         cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [246]
-----------------------------------------------
                0.00    0.00       1/1           main [157]
[247]    0.0    0.00    0.00       1         std::ios_base::precision(int) [247]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [48] b2Distance(b2DistanceOutput*, b2SimplexCache*, b2DistanceInput const*) [42] b2DistanceJoint::SolveVelocityConstraints(b2SolverData const&) [3] b2World::DrawShape(b2Fixture*, b2Transform const&, b2Color const&)
 [140] b2Distance(b2Vec2 const&, b2Vec2 const&) [108] b2DistanceProxy::b2DistanceProxy() [228] b2Filter::b2Filter()
  [30] b2TestOverlap(b2AABB const&, b2AABB const&) [73] b2GrowableStack<int, 256>::Pop() [128] b2Island::Add(b2Contact*)
  [84] b2TimeOfImpact(b2TOIOutput*, b2TOIInput const*) [91] b2GrowableStack<int, 256>::Push(int const&) [11] b2Island::Solve(b2Profile*, b2TimeStep const&, b2Vec2 const&, bool)
  [85] b2CollideCircles(b2Manifold*, b2CircleShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [124] b2GrowableStack<int, 256>::GetCount() [129] b2Island::Report(b2ContactVelocityConstraint const*)
  [82] b2CollidePolygons(b2Manifold*, b2PolygonShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) [66] b2RevoluteJoint::InitVelocityConstraints(b2SolverData const&) [92] b2Island::~b2Island()
 [143] b2DistanceSquared(b2Vec2 const&, b2Vec2 const&) [65] b2RevoluteJoint::SolvePositionConstraints(b2SolverData const&) [190] b2BodyDef::b2BodyDef()
 [109] b2ClipSegmentToLine(b2ClipVertex*, b2ClipVertex const*, b2Vec2 const&, float, int) [28] b2RevoluteJoint::SolveVelocityConstraints(b2SolverData const&) [117] b2Contact::GetFixtureA()
  [87] b2CollideEdgeAndCircle(b2Manifold*, b2EdgeShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [78] b2SimplexVertex::b2SimplexVertex() [88] b2Contact::GetFixtureB()
  [39] b2CollidePolygonAndCircle(b2Manifold*, b2PolygonShape const*, b2Transform const&, b2CircleShape const*, b2Transform const&) [29] b2WorldManifold::Initialize(b2Manifold const*, b2Transform const&, float, b2Transform const&, float) [90] b2Contact::GetManifold()
 [114] __static_initialization_and_destruction_0(int, int) (callbacks.cpp) [142] b2WorldManifold::b2WorldManifold() [35] b2Contact::Update(b2ContactListener*)
 [242] __static_initialization_and_destruction_0(int, int) (dominos.cpp) [125] b2ContactManager::FindNewContacts() [130] b2Contact::GetNext()
 [243] __static_initialization_and_destruction_0(int, int) (main.cpp) [31] b2ContactManager::Collide() [34] b2Fixture::Synchronize(b2BroadPhase*, b2Transform const&, b2Transform const&)
 [147] float b2Abs<float>(float) [97] b2PolygonContact::Evaluate(b2Manifold*, b2Transform const&, b2Transform const&) [50] b2Fixture::GetBody()
  [16] b2Dot(b2Vec2 const&, b2Vec2 const&) [150] b2PolygonContact::b2PolygonContact(b2Fixture*, b2Fixture*) [80] b2Fixture::GetShape()
  [21] float b2Max<float>(float, float) [205] b2PulleyJointDef::b2PulleyJointDef() [105] b2Simplex::Solve2()
 [120] int b2Max<int>(int, int) [38] b2StackAllocator::Free(void*) [68] b2Simplex::Solve3()
  [24] b2Max(b2Vec2 const&, b2Vec2 const&) [45] b2StackAllocator::Allocate(int) [62] b2TreeNode::IsLeaf() const
  [22] float b2Min<float>(float, float) [226] b2ContactListener::EndContact(b2Contact*) [131] b2BroadPhase::TestOverlap(int, int) const
  [20] b2Min(b2Vec2 const&, b2Vec2 const&) [225] b2ContactListener::BeginContact(b2Contact*) [132] b2DynamicTree::GetFatAABB(int) const
   [8] b2Mul(b2Transform const&, b2Vec2 const&) [119] b2ContactListener::PreSolve(b2Contact*, b2Manifold const*) [63] void b2DynamicTree::Query<b2BroadPhase>(b2BroadPhase*, b2AABB const&) const
  [13] b2Mul(b2Rot const&, b2Vec2 const&) [219] b2ContactListener::PostSolve(b2Contact*, b2ContactImpulse const*) [33] b2PolygonShape::ComputeAABB(b2AABB*, b2Transform const&, int) const
  [70] b2MulT(b2Transform const&, b2Vec2 const&) [241] b2ContactListener::b2ContactListener() [46] b2DistanceProxy::GetSupport(b2Vec2 const&) const
 [102] b2MulT(b2Transform const&, b2Transform const&) [208] b2DistanceJointDef::b2DistanceJointDef() [79] b2DistanceProxy::GetVertex(int) const
  [98] b2MulT(b2Rot const&, b2Vec2 const&) [200] b2RevoluteJointDef::b2RevoluteJointDef() [133] b2RevoluteJoint::GetAnchorA() const
 [121] b2MulT(b2Rot const&, b2Rot const&) [56] b2SeparationFunction::Initialize(b2SimplexCache const*, b2DistanceProxy const*, b2Sweep const&, b2DistanceProxy const*, b2Sweep const&, float) [106] b2SeparationFunction::FindMinSeparation(int*, int*, float) const
  [25] float b2Clamp<float>(float, float, float) [52] b2PositionSolverManifold::Initialize(b2ContactPositionConstraint*, b2Transform const&, b2Transform const&, int) [36] b2AABB::GetPerimeter() const
  [10] b2Cross(b2Vec2 const&, b2Vec2 const&) [53] b2Rot::Set(float) [134] b2AABB::Contains(b2AABB const&) const
  [43] b2Cross(b2Vec2 const&, float) [99] b2Rot::b2Rot() [118] b2Body::GetTransform() const
  [12] b2Cross(float, b2Vec2 const&) [158] cs296::base_sim_t::step(cs296::settings_t*) [235] b2Body::GetWorldCenter() const
  [18] b2FindMaxSeparation(int*, b2PolygonShape const*, b2Transform const&, b2PolygonShape const*, b2Transform const&) (b2CollidePolygon.cpp) [221] cs296::base_sim_t::get_world() [135] b2Body::GetMass() const
 [233] b2JointDef::b2JointDef() [180] cs296::base_sim_t::base_sim_t() [100] b2Body::GetType() const
 [201] b2EdgeShape::b2EdgeShape() [210] cs296::settings_t::settings_t() [55] b2Body::IsAwake() const
 [244] b2EdgeShape::~b2EdgeShape() [181] cs296::contact_point_t::contact_point_t() [75] b2Body::IsActive() const
 [148] b2BroadPhase::BufferMove(int) [246] cs296::sim_t::sim_t(char const*, cs296::base_sim_t* (*)()) [67] b2Body::IsBullet() const
 [149] b2BroadPhase::UnBufferMove(int) [178] cs296::dominos_t::create() [93] b2Vec2::LengthSquared() const
 [122] b2BroadPhase::QueryCallback(int) [179] cs296::dominos_t::dominos_t() [76] b2Vec2::Length() const
 [123] b2BroadPhase::MoveProxy(int, b2AABB const&, b2Vec2 const&) [54] b2AABB::Combine(b2AABB const&, b2AABB const&) [60] b2Vec2::operator-() const
 [103] b2EPCollider::ComputeEdgeSeparation() [69] b2AABB::b2AABB() [111] b2Mat22::Solve(b2Vec2 const&) const
  [58] b2EPCollider::ComputePolygonSeparation() [77] b2Body::SynchronizeFixtures() [81] b2Mat33::Solve22(b2Vec2 const&) const
 [230] b2FixtureDef::b2FixtureDef() [151] b2Body::Dump() [136] b2Shape::GetType() const
 [218] debug_draw_t::DrawSegment(b2Vec2 const&, b2Vec2 const&, b2Color const&) [116] b2Vec2::Set(float, float) [40] b2Sweep::GetTransform(b2Transform*, float) const
   [5] debug_draw_t::DrawSolidCircle(b2Vec2 const&, float, b2Vec2 const&, b2Color const&) [115] b2Vec2::SetZero() [47] b2Timer::GetMilliseconds() const
  [71] debug_draw_t::DrawSolidPolygon(b2Vec2 const*, int, b2Color const&) [74] b2Vec2::Normalize() [220] b2World::GetProfile() const
 [245] debug_draw_t::debug_draw_t() [2] b2Vec2::b2Vec2(float, float) [137] b2Contact::IsTouching() const
 [195] b2CircleShape::b2CircleShape() [19] b2Vec2::b2Vec2() [138] b2Contact::GetChildIndexB() const
 [234] b2CircleShape::~b2CircleShape() [23] b2Vec2::operator-=(b2Vec2 const&) [101] b2Contact::IsEnabled() const
  [51] b2DynamicTree::InsertLeaf(int) [44] b2Vec2::operator*=(float) [94] b2Fixture::GetType() const
  [72] b2DynamicTree::RemoveLeaf(int) [41] b2Vec2::operator+=(b2Vec2 const&) [139] b2Fixture::IsSensor() const
  [61] b2DynamicTree::Balance(int) [89] b2Color::b2Color(float, float, float) [96] b2Simplex::GetClosestPoint() const
  [59] b2DynamicTree::MoveProxy(int, b2AABB const&, b2Vec2 const&) [126] b2Mat22::SetZero() [236] std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  [64] b2PulleyJoint::SolvePositionConstraints(b2SolverData const&) [227] b2Shape::b2Shape() [247] std::ios_base::precision(int)
